FIXED_POINT=5193b08
unit_id	files	action	reason	evidence	loc_delta	cognitive_check	status
w1-u4-leave-_pattern_from_bucket	backend/app/services/agent/tools/places/damn_lines.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_decoded_history_payload	backend/app/services/agent/tools/places/damn_lines.py	leave	leave: inlining would likely exceed 10	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_admitted_history_pattern	backend/app/services/agent/tools/places/damn_lines.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_history_pattern_admissible	backend/app/services/agent/tools/places/damn_lines.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_bounded_int	backend/app/services/agent/tools/places/damn_lines.py	leave	leave: 2 same-file callers	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_positive_int	backend/app/services/agent/tools/places/damn_lines.py	leave	leave: not single production file	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_fetch_venue_history_rows	backend/app/services/agent/tools/places/damn_lines.py	leave	leave: inlining would likely exceed 10	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_history_page	backend/app/services/agent/tools/places/damn_lines.py	leave	leave: inlining would likely exceed 10	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_first_verified_place	backend/app/services/agent/tools/places/discover_places.py	leave	leave: caller already above 10	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_enrich_queue_places	backend/app/services/agent/tools/places/discover_places.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_current_queue_lookup	backend/app/services/agent/tools/places/discover_places.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_current_queue_evidence	backend/app/services/agent/tools/places/discover_places.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_resolve_owned_place	backend/app/services/agent/tools/places/place_reference.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_place_details_result	backend/app/services/agent/tools/places/place_reference.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_single_opaque_selection_id	backend/app/services/agent/tools/places/present_places.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_owned_authoritative_record	backend/app/services/agent/tools/places/present_places.py	leave	leave: inlining would likely exceed 10	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_destination_selection_goal	backend/app/services/agent/tools/places/present_places.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_owned_place_index	backend/app/services/agent/tools/places/present_places.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_repeated_selections	backend/app/services/agent/tools/places/present_places.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_research_claim_error	backend/app/services/agent/tools/places/present_places.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_presented_refs	backend/app/services/agent/tools/places/present_places.py	leave	leave: 2 same-file callers	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_already_shown_result	backend/app/services/agent/tools/places/present_places.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_mark_place_goal_satisfied	backend/app/services/agent/tools/places/present_places.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_place_presentation_events	backend/app/services/agent/tools/places/present_places.py	leave	leave: inlining would likely exceed 10	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_live_queue_observations	backend/app/services/agent/tools/places/present_places.py	leave	leave: inlining would likely exceed 10	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_admitted_selection	backend/app/services/agent/tools/places/present_places.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_objective_reason_holds	backend/app/services/agent/tools/places/present_places.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_search_request_body	backend/app/services/agent/tools/places/search_local_places.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_nyc_provider_place	backend/app/services/agent/tools/places/search_local_places.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_nyc_place_coordinates	backend/app/services/agent/tools/places/search_local_places.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_nyc_provider_places	backend/app/services/agent/tools/places/search_local_places.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_next_page_token	backend/app/services/agent/tools/places/search_local_places.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_resolve_comparison_branches	backend/app/services/agent/tools/route/prepare_route_branches.py	leave	leave: inlining would likely exceed 10	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_admit_route_preparation	backend/app/services/agent/tools/route/prepare_route_options.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_route_snapshot_identity	backend/app/services/agent/tools/route/prepare_route_options.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_selected_branch_place_ids	backend/app/services/agent/tools/route/prepare_route_options.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_exclude_unselected_branches	backend/app/services/agent/tools/route/prepare_route_options.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_rebuild_selected_aggregate	backend/app/services/agent/tools/route/prepare_route_options.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_prepared_candidate_result	backend/app/services/agent/tools/route/prepare_route_persistence.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_provider_match_id	backend/app/services/agent/tools/route/prepare_route_persistence.py	leave	leave: 2 same-file callers	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_digest_for_candidate	backend/app/services/agent/tools/route/prepare_route_persistence.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_digest_soft_preferences	backend/app/services/agent/tools/route/prepare_route_persistence.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_snapshot_route_identity	backend/app/services/agent/tools/route/prepare_route_persistence.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_bind_active_trip	backend/app/services/agent/tools/route/prepare_route_persistence.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_bind_destination_discovery	backend/app/services/agent/tools/route/prepare_route_persistence.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_public_branch_row	backend/app/services/agent/tools/route/prepare_route_persistence.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_public_text	backend/app/services/agent/tools/route/prepare_route_persistence.py	leave	leave: 4 same-file callers	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_public_stage_a_row	backend/app/services/agent/tools/route/prepare_route_persistence.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_present_fresh_route	backend/app/services/agent/tools/route/present_route.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_replay_route_goal	backend/app/services/agent/tools/route/present_route.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_selected_candidate_id	backend/app/services/agent/tools/route/present_route.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_selection_correction_error	backend/app/services/agent/tools/route/present_route.py	leave	leave: caller already above 10	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_incident_metadata	backend/app/services/agent/tools/route/present_route.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_parsed_reason_code	backend/app/services/agent/tools/route/present_route.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_bind_presented_route	backend/app/services/agent/tools/route/present_route_commit.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_bind_what_if_route	backend/app/services/agent/tools/route/present_route_commit.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_opaque_discovery_place_ids	backend/app/services/agent/tools/route/present_route_commit.py	leave	leave: 2 same-file callers	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_owned_place_id	backend/app/services/agent/tools/route/present_route_commit.py	leave	leave: 2 same-file callers	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_canonical_owned_fields	backend/app/services/agent/tools/route/present_route_state.py	leave	leave: inlining would likely exceed 10	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_unsatisfied_constraint_error	backend/app/services/agent/tools/route/present_route_state.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_owned_endpoint_places	backend/app/services/agent/tools/route/present_route_state.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_has_selected_score	backend/app/services/agent/tools/route/present_route_state.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_opaque_id_set	backend/app/services/agent/tools/route/present_route_state.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_candidate_destination_ids	backend/app/services/agent/tools/route/present_route_state.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_branch_place_ids	backend/app/services/agent/tools/route/present_route_state.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_presentation_identity	backend/app/services/agent/tools/route/present_route_state.py	leave	leave: not single production file	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_candidate_set_ownership_error	backend/app/services/agent/tools/route/present_route_state.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_candidate_membership_error	backend/app/services/agent/tools/route/present_route_state.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_parsed_chosen_route	backend/app/services/agent/tools/route/present_route_state.py	leave	leave: inlining would likely exceed 10	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_legacy_candidate_evidence	backend/app/services/agent/tools/route/present_route_state.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_event_impacts_for_index	backend/app/services/agent/tools/route/present_route_state.py	leave	leave: inlining would likely exceed 10	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_merged_destination	backend/app/services/agent/tools/route/route_input.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_merged_waypoints	backend/app/services/agent/tools/route/route_input.py	leave	leave: inlining would likely exceed 10	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_routing_preference	backend/app/services/agent/tools/route/route_input.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_turn_or_persisted_source	backend/app/services/agent/tools/route/route_input.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_merged_accessibility_required	backend/app/services/agent/tools/route/route_input.py	leave	leave: metric locked; one-caller but inlining deferred after screening (caller near cap or locked file)	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_pattern_matches_headsign	backend/app/services/agent/tools/route/route_projection.py	leave	leave: inlining would likely exceed 10	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_catchable_offset_seconds	backend/app/services/agent/tools/route/route_projection.py	leave	leave: not single production file	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_first_transit_index	backend/app/services/agent/tools/route/route_projection.py	leave	leave: not single production file	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_itinerary_component_totals	backend/app/services/agent/tools/route/route_projection.py	leave	leave: not single production file	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_leg_seconds	backend/app/services/agent/tools/route/route_projection.py	leave	leave: not single production file	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
w1-u4-leave-_stamp_reconciled_clocks	backend/app/services/agent/tools/route/route_projection.py	leave	leave: not single production file	inline-candidates.tsv complexipy+ast caller scan	0	pass	done
